claim_id,policy_id,claimant_id,vehicle_id,claim_amount,vehicle_value,claim_to_vehicle_ratio,claim_type,claim_date,accident_city,province,vehicle_make,vehicle_year,police_report,witness_present,injury_reported,fraud_label,fraud_ring_id
CLM_000365,POL_980357,CLA_002897,VEH_002898,8680.84,43490,0.2,Collision,2025-07-17,Toronto,ON,Mazda,2022,1,0,1,0,
CLM_000366,POL_315161,CLA_002906,VEH_002907,6398.55,55658,0.11,Glass,2025-10-25,Cambridge,ON,BMW,2011,1,1,0,0,
CLM_000367,POL_197545,CLA_002914,VEH_002915,3746.46,17330,0.22,Collision,2025-10-31,Cambridge,ON,Hyundai,2021,1,0,0,0,
CLM_000368,POL_239999,CLA_002921,VEH_002922,5384.71,46061,0.12,Comprehensive,2026-04-10,Toronto,ON,BMW,2014,0,0,1,0,
CLM_000369,POL_512040,CLA_002929,VEH_002930,6889.66,28644,0.24,Theft,2025-08-04,London,ON,Ford,2017,1,0,1,0,
CLM_000370,POL_907557,CLA_002938,VEH_002939,3092.1,21284,0.15,Glass,2026-03-06,Brampton,ON,Toyota,2015,1,0,0,0,
CLM_000371,POL_661957,CLA_002946,VEH_002947,9561.69,28580,0.33,Theft,2025-11-25,London,ON,Ford,2024,0,0,0,0,
CLM_000372,POL_946826,CLA_002953,VEH_002954,1796.63,15858,0.11,Theft,2024-07-04,Toronto,ON,Honda,2020,1,0,0,0,
CLM_000373,POL_473023,CLA_002961,VEH_002962,5963.3,54606,0.11,Comprehensive,2025-01-16,Toronto,ON,Hyundai,2019,1,0,0,0,
CLM_000374,POL_524035,CLA_002969,VEH_002970,1391.66,19394,0.07,Comprehensive,2024-12-03,Hamilton,ON,Toyota,2024,0,1,0,0,
CLM_000375,POL_164664,CLA_002978,VEH_002979,2317.03,17161,0.14,Injury,2026-02-12,Hamilton,ON,Mazda,2022,1,0,0,0,
CLM_000376,POL_714590,CLA_002986,VEH_002987,5468.59,50250,0.11,Theft,2026-04-10,Toronto,ON,Toyota,2016,0,0,1,0,
CLM_000377,POL_196446,CLA_002994,VEH_002995,6577.96,37060,0.18,Theft,2026-02-20,Toronto,ON,BMW,2011,0,0,0,0,
CLM_000378,POL_130914,CLA_003001,VEH_003002,7244.74,55476,0.13,Comprehensive,2024-07-26,Cambridge,ON,Honda,2021,0,0,1,0,
CLM_000379,POL_567676,CLA_003010,VEH_003011,4914.0,20265,0.24,Injury,2026-05-21,Hamilton,ON,Hyundai,2019,0,0,0,0,
CLM_000380,POL_393366,CLA_003018,VEH_003019,3651.15,39393,0.09,Comprehensive,2026-02-05,Cambridge,ON,Honda,2017,1,0,1,0,
CLM_000381,POL_919898,CLA_003026,VEH_003027,2706.59,9279,0.29,Theft,2025-02-19,London,ON,Ford,2020,0,1,1,0,
CLM_000382,POL_726121,CLA_003035,VEH_003036,1350.14,19784,0.07,Injury,2026-05-26,Kitchener,ON,Toyota,2025,1,1,0,0,
CLM_000383,POL_344068,CLA_003043,VEH_003044,5498.57,58255,0.09,Injury,2026-03-15,Hamilton,ON,Hyundai,2017,1,1,0,0,
CLM_000384,POL_330069,CLA_003051,VEH_003052,5018.63,56303,0.09,Glass,2025-05-24,Waterloo,ON,Mazda,2015,1,0,1,0,
CLM_000385,POL_873959,CLA_003059,VEH_003060,7622.24,46831,0.16,Theft,2024-10-28,Toronto,ON,Hyundai,2021,1,0,0,0,
CLM_000386,POL_297377,CLA_003067,VEH_003068,4928.8,44936,0.11,Comprehensive,2024-12-17,Kitchener,ON,Honda,2025,1,1,0,0,
CLM_000387,POL_652021,CLA_003075,VEH_003076,4443.63,47430,0.09,Comprehensive,2026-06-25,Waterloo,ON,Tesla,2016,1,0,1,0,
CLM_000388,POL_985296,CLA_003085,VEH_003086,6808.83,19630,0.35,Theft,2026-04-26,Toronto,ON,Honda,2014,1,0,1,0,
CLM_000389,POL_176054,CLA_003093,VEH_003094,9005.83,42491,0.21,Theft,2024-07-04,Cambridge,ON,Tesla,2013,0,0,0,0,
CLM_000390,POL_558089,CLA_003100,VEH_003101,6836.19,18322,0.37,Comprehensive,2024-08-30,Waterloo,ON,Honda,2021,1,1,1,0,
CLM_000391,POL_496764,CLA_003109,VEH_003110,5259.05,46597,0.11,Theft,2024-07-20,Kitchener,ON,Honda,2015,0,0,0,0,
CLM_000392,POL_908274,CLA_003117,VEH_003118,3896.45,45541,0.09,Glass,2026-05-23,Brampton,ON,Tesla,2020,0,0,1,0,
CLM_000393,POL_693022,CLA_003125,VEH_003126,9835.79,48067,0.2,Collision,2025-02-02,Brampton,ON,Ford,2012,1,0,0,0,
CLM_000394,POL_193035,CLA_003132,VEH_003133,4847.9,28939,0.17,Theft,2025-03-25,Toronto,ON,Ford,2016,1,1,0,0,
CLM_000395,POL_925250,CLA_003141,VEH_003142,3674.58,12442,0.3,Collision,2026-06-24,Toronto,ON,BMW,2024,0,1,0,0,
CLM_000396,POL_497108,CLA_003150,VEH_003151,7674.13,35133,0.22,Theft,2024-12-13,Cambridge,ON,Toyota,2025,1,1,1,0,
CLM_000397,POL_270557,CLA_003159,VEH_003160,7359.68,57692,0.13,Comprehensive,2026-04-11,Toronto,ON,Ford,2010,0,0,1,0,
CLM_000398,POL_278368,CLA_003167,VEH_003168,1515.14,14863,0.1,Comprehensive,2026-01-12,Mississauga,ON,Tesla,2012,1,0,0,0,
CLM_000399,POL_838726,CLA_003174,VEH_003175,7992.31,48215,0.17,Collision,2025-04-10,Brampton,ON,Tesla,2023,1,1,0,0,
CLM_000400,POL_529161,CLA_003182,VEH_003183,12705.26,21470,0.59,Glass,2024-12-19,Kitchener,ON,Hyundai,2019,1,0,1,0,
CLM_000401,POL_699544,CLA_003192,VEH_003193,1210.58,14285,0.08,Glass,2025-02-08,Brampton,ON,Toyota,2021,0,0,0,0,
CLM_000402,POL_794178,CLA_003200,VEH_003201,3520.49,13742,0.26,Glass,2025-02-19,Hamilton,ON,Toyota,2010,1,1,0,0,
CLM_000403,POL_221119,CLA_003209,VEH_003210,5100.27,13369,0.38,Theft,2025-05-14,London,ON,BMW,2018,0,0,1,0,
CLM_000404,POL_489043,CLA_003217,VEH_003218,2733.92,43659,0.06,Comprehensive,2025-06-12,Brampton,ON,BMW,2011,0,0,0,0,
CLM_000405,POL_977740,CLA_003225,VEH_003226,7205.55,38478,0.19,Theft,2024-11-25,Toronto,ON,Honda,2013,0,1,0,0,
CLM_000406,POL_893202,CLA_003234,VEH_003235,14775.46,43484,0.34,Glass,2025-11-05,Toronto,ON,Mazda,2022,1,0,1,0,
CLM_000407,POL_597889,CLA_003243,VEH_003244,5782.71,43095,0.13,Glass,2025-10-27,London,ON,Ford,2012,1,0,1,0,
CLM_000408,POL_698967,CLA_003251,VEH_003252,4073.08,54812,0.07,Glass,2024-11-17,Brampton,ON,Toyota,2024,1,0,0,0,
CLM_000409,POL_232315,CLA_003258,VEH_003259,13480.08,21886,0.62,Collision,2025-04-18,Mississauga,ON,Hyundai,2023,1,0,1,0,
CLM_000410,POL_723952,CLA_003267,VEH_003268,3580.67,49105,0.07,Theft,2025-08-02,Mississauga,ON,Toyota,2022,1,0,0,0,
CLM_000411,POL_389617,CLA_003275,VEH_003276,4257.5,44179,0.1,Glass,2025-03-13,Toronto,ON,Mazda,2023,1,0,0,0,
CLM_000412,POL_716493,CLA_003282,VEH_003283,2737.49,17806,0.15,Glass,2026-03-15,Mississauga,ON,Tesla,2013,0,1,0,0,
CLM_000413,POL_530849,CLA_003291,VEH_003292,6000.3,43103,0.14,Theft,2025-05-29,London,ON,Tesla,2025,1,0,0,0,
CLM_000414,POL_748276,CLA_003298,VEH_003299,8650.4,26049,0.33,Glass,2024-07-28,Cambridge,ON,Toyota,2022,0,0,0,0,
CLM_000415,POL_598302,CLA_003306,VEH_003307,1991.67,23569,0.08,Theft,2025-06-09,Toronto,ON,Ford,2019,0,1,1,0,
CLM_000416,POL_818119,CLA_003315,VEH_003316,11143.49,40218,0.28,Collision,2025-11-04,Brampton,ON,Ford,2024,1,0,0,0,
CLM_000417,POL_537017,CLA_003322,VEH_003323,6349.9,29028,0.22,Glass,2024-09-02,Mississauga,ON,Honda,2024,1,0,0,0,
CLM_000418,POL_896386,CLA_003329,VEH_003330,4980.86,34684,0.14,Glass,2025-06-08,Toronto,ON,Tesla,2015,0,0,0,0,
CLM_000419,POL_242239,CLA_003337,VEH_003338,5608.34,54502,0.1,Glass,2024-11-20,Toronto,ON,Honda,2016,1,1,0,0,
CLM_000420,POL_361609,CLA_003346,VEH_003347,13451.48,21154,0.64,Collision,2025-03-15,Toronto,ON,Ford,2016,1,0,0,0,
CLM_000421,POL_766275,CLA_003353,VEH_003354,15507.08,38423,0.4,Collision,2024-07-28,Toronto,ON,Honda,2021,1,1,0,0,
CLM_000422,POL_466749,CLA_003362,VEH_003363,5807.22,39102,0.15,Theft,2026-01-09,Kitchener,ON,Hyundai,2012,1,0,1,0,
CLM_000423,POL_995296,CLA_003370,VEH_003371,2825.16,33333,0.08,Glass,2025-11-18,Hamilton,ON,Hyundai,2017,1,0,0,0,
CLM_000424,POL_638214,CLA_003378,VEH_003379,5581.74,25634,0.22,Collision,2024-07-27,Toronto,ON,BMW,2014,0,0,0,0,
CLM_000425,POL_334639,CLA_003385,VEH_003386,3862.54,47396,0.08,Theft,2024-10-11,Kitchener,ON,Hyundai,2018,0,0,0,0,
CLM_000426,POL_328808,CLA_003392,VEH_003393,4748.63,30853,0.15,Comprehensive,2025-08-20,Cambridge,ON,Tesla,2013,0,1,1,0,
CLM_000427,POL_980152,CLA_003401,VEH_003402,15555.0,51408,0.3,Theft,2024-11-28,Kitchener,ON,Ford,2013,0,0,0,0,
CLM_000428,POL_771712,CLA_003409,VEH_003410,12033.19,30038,0.4,Theft,2025-09-15,Kitchener,ON,Hyundai,2019,1,0,0,0,
CLM_000429,POL_159532,CLA_003416,VEH_003417,3707.1,41901,0.09,Glass,2025-05-08,Waterloo,ON,Hyundai,2014,0,1,0,0,
CLM_000430,POL_409963,CLA_003425,VEH_003426,18503.84,50952,0.36,Theft,2025-04-23,Cambridge,ON,BMW,2011,1,0,0,0,
CLM_000431,POL_459836,CLA_003432,VEH_003433,5687.72,45489,0.13,Injury,2024-07-23,London,ON,Hyundai,2021,1,0,0,0,
CLM_000432,POL_685365,CLA_003439,VEH_003440,12219.88,19140,0.64,Injury,2025-08-29,Mississauga,ON,BMW,2014,1,0,0,0,
CLM_000433,POL_291961,CLA_003446,VEH_003447,6629.44,44636,0.15,Theft,2024-08-24,Mississauga,ON,Honda,2021,1,1,1,0,
CLM_000434,POL_447411,CLA_003455,VEH_003456,5107.34,28125,0.18,Theft,2025-10-02,Kitchener,ON,BMW,2013,0,0,0,0,
CLM_000435,POL_750803,CLA_003463,VEH_003464,7174.66,49575,0.14,Collision,2025-02-27,Hamilton,ON,Tesla,2013,1,0,0,0,
CLM_000436,POL_533174,CLA_003470,VEH_003471,6958.73,33013,0.21,Collision,2026-01-22,Brampton,ON,Honda,2020,1,0,0,0,
CLM_000437,POL_850432,CLA_003477,VEH_003478,5707.81,37987,0.15,Injury,2026-04-04,London,ON,Ford,2015,1,1,1,0,
CLM_000438,POL_386814,CLA_003486,VEH_003487,628.99,11801,0.05,Injury,2026-01-04,Brampton,ON,BMW,2012,1,1,0,0,
CLM_000439,POL_600590,CLA_003494,VEH_003495,8951.37,36141,0.25,Comprehensive,2026-06-21,Toronto,ON,Tesla,2016,1,1,1,0,
CLM_000440,POL_656829,CLA_003504,VEH_003505,3970.88,29116,0.14,Injury,2026-06-07,Toronto,ON,Hyundai,2017,0,0,1,0,
CLM_000441,POL_207697,CLA_003512,VEH_003513,6058.76,30567,0.2,Comprehensive,2025-01-26,Kitchener,ON,Honda,2012,1,1,0,0,
CLM_000442,POL_645561,CLA_003521,VEH_003522,9988.79,27059,0.37,Glass,2025-01-05,Waterloo,ON,BMW,2014,1,1,1,0,
CLM_000443,POL_297579,CLA_003531,VEH_003532,11059.34,40124,0.28,Injury,2025-05-08,Toronto,ON,Honda,2017,1,0,0,0,
CLM_000444,POL_629146,CLA_003538,VEH_003539,3076.6,56108,0.05,Injury,2026-02-19,Waterloo,ON,Hyundai,2011,1,0,1,0,
CLM_000445,POL_660708,CLA_003547,VEH_003548,7223.08,49964,0.14,Glass,2026-05-07,Toronto,ON,Hyundai,2013,1,0,0,0,
CLM_000446,POL_221414,CLA_003554,VEH_003555,778.42,9293,0.08,Comprehensive,2025-03-28,Cambridge,ON,Toyota,2018,1,0,0,0,
CLM_000447,POL_819050,CLA_003561,VEH_003562,3496.02,18035,0.19,Collision,2025-08-21,Cambridge,ON,Hyundai,2013,1,0,0,0,
CLM_000448,POL_834764,CLA_003568,VEH_003569,5794.24,25693,0.23,Injury,2025-04-23,Mississauga,ON,Tesla,2013,0,1,0,0,
CLM_000449,POL_308296,CLA_003576,VEH_003577,7392.18,59430,0.12,Glass,2025-12-03,Kitchener,ON,Mazda,2016,0,0,0,0,
CLM_000450,POL_141319,CLA_003584,VEH_003585,8948.36,34853,0.26,Glass,2025-02-02,Hamilton,ON,Hyundai,2025,1,0,0,0,
CLM_000451,POL_215795,CLA_003591,VEH_003592,5841.5,52016,0.11,Glass,2024-08-09,London,ON,Honda,2012,1,0,1,0,
CLM_000452,POL_206210,CLA_003600,VEH_003601,6504.18,12918,0.5,Theft,2024-09-04,Hamilton,ON,BMW,2019,0,0,0,0,
CLM_000453,POL_283188,CLA_003607,VEH_003608,1352.33,11282,0.12,Collision,2025-09-01,Waterloo,ON,Mazda,2020,1,0,0,0,
CLM_000454,POL_895034,CLA_003615,VEH_003616,1816.8,15595,0.12,Collision,2026-06-16,Brampton,ON,Hyundai,2015,1,0,0,0,
CLM_000455,POL_381342,CLA_003622,VEH_003623,18923.51,36686,0.52,Collision,2025-06-09,Waterloo,ON,Honda,2013,1,0,0,0,
CLM_000456,POL_504452,CLA_003629,VEH_003630,9111.3,37919,0.24,Comprehensive,2025-04-20,Brampton,ON,Toyota,2014,1,1,0,0,
CLM_000457,POL_985364,CLA_003637,VEH_003638,5166.71,11843,0.44,Injury,2026-03-11,Cambridge,ON,Tesla,2025,0,1,0,0,
CLM_000458,POL_741018,CLA_003645,VEH_003646,8088.06,52459,0.15,Comprehensive,2025-06-23,Toronto,ON,Mazda,2014,1,1,0,0,
CLM_000459,POL_166412,CLA_003653,VEH_003654,4324.58,34953,0.12,Theft,2024-08-24,Waterloo,ON,Toyota,2017,0,0,1,0,
CLM_000460,POL_644315,CLA_003661,VEH_003662,7284.38,51898,0.14,Glass,2024-07-21,Mississauga,ON,BMW,2017,0,0,0,0,
CLM_000461,POL_503572,CLA_003668,VEH_003669,4613.29,51496,0.09,Injury,2024-12-01,Toronto,ON,Toyota,2015,1,1,0,0,
CLM_000462,POL_178501,CLA_003676,VEH_003677,22465.83,40495,0.55,Comprehensive,2025-08-01,Hamilton,ON,Ford,2018,0,0,1,0,
CLM_000463,POL_956794,CLA_003684,VEH_003685,15802.72,50160,0.32,Injury,2026-04-06,London,ON,BMW,2024,0,0,1,0,
CLM_000464,POL_224473,CLA_003694,VEH_003695,14759.63,40666,0.36,Comprehensive,2024-08-25,Toronto,ON,Toyota,2022,0,0,0,0,
CLM_000465,POL_966028,CLA_003702,VEH_003703,8755.94,44512,0.2,Collision,2024-10-15,Kitchener,ON,Tesla,2016,0,1,0,0,
CLM_000466,POL_156911,CLA_003710,VEH_003711,3063.64,30338,0.1,Injury,2025-03-17,Waterloo,ON,Tesla,2025,0,0,1,0,
CLM_000467,POL_896204,CLA_003718,VEH_003719,4888.49,37657,0.13,Injury,2026-06-23,Waterloo,ON,Ford,2019,1,1,1,0,
CLM_000468,POL_148001,CLA_003727,VEH_003728,6045.17,32503,0.19,Injury,2025-02-06,Brampton,ON,Mazda,2023,0,0,0,0,
CLM_000469,POL_226611,CLA_003734,VEH_003735,8988.95,48032,0.19,Comprehensive,2025-11-17,London,ON,Mazda,2016,1,0,0,0,
CLM_000470,POL_148759,CLA_003742,VEH_003743,6301.84,15062,0.42,Glass,2026-02-19,London,ON,BMW,2014,0,0,0,0,
CLM_000471,POL_553834,CLA_003749,VEH_003750,4724.84,56248,0.08,Glass,2025-02-16,Brampton,ON,Hyundai,2015,0,1,1,0,
CLM_000472,POL_789461,CLA_003759,VEH_003760,2010.39,16413,0.12,Glass,2024-10-13,Waterloo,ON,Tesla,2022,0,1,0,0,
CLM_000473,POL_899407,CLA_003767,VEH_003768,18416.07,47911,0.38,Injury,2025-09-18,Cambridge,ON,Ford,2019,0,1,0,0,
CLM_000474,POL_731792,CLA_003775,VEH_003776,2456.19,16740,0.15,Glass,2025-08-23,Waterloo,ON,Hyundai,2016,0,0,0,0,
CLM_000475,POL_805034,CLA_003782,VEH_003783,2135.95,27043,0.08,Injury,2024-06-28,Brampton,ON,Tesla,2020,0,0,1,0,
CLM_000476,POL_698357,CLA_003790,VEH_003791,13176.96,44849,0.29,Comprehensive,2024-08-04,Kitchener,ON,Mazda,2023,1,0,1,0,
CLM_000477,POL_155642,CLA_003798,VEH_003799,3057.18,9656,0.32,Collision,2025-12-03,Kitchener,ON,Mazda,2015,1,0,1,0,
CLM_000478,POL_824141,CLA_003806,VEH_003807,6057.31,17596,0.34,Theft,2025-11-29,Toronto,ON,Ford,2024,1,0,1,0,
CLM_000479,POL_335203,CLA_003814,VEH_003815,10472.8,52271,0.2,Glass,2025-05-23,Hamilton,ON,Tesla,2019,1,0,0,0,
CLM_000480,POL_506380,CLA_003822,VEH_003823,7738.42,11078,0.7,Comprehensive,2024-07-24,Waterloo,ON,Tesla,2011,0,0,0,0,
CLM_000481,POL_918859,CLA_003829,VEH_003830,4702.37,24471,0.19,Comprehensive,2025-11-07,Waterloo,ON,Mazda,2016,1,0,0,0,
CLM_000482,POL_286044,CLA_003837,VEH_003838,5292.77,20681,0.26,Collision,2025-12-16,Brampton,ON,Hyundai,2013,1,1,0,0,
CLM_000483,POL_377075,CLA_003845,VEH_003846,5140.09,36082,0.14,Injury,2026-01-12,Kitchener,ON,Toyota,2020,1,1,0,0,
CLM_000484,POL_438302,CLA_003853,VEH_003854,1414.56,18145,0.08,Glass,2026-05-04,Kitchener,ON,BMW,2021,1,0,0,0,
CLM_000485,POL_292800,CLA_003860,VEH_003861,2209.2,42432,0.05,Glass,2026-04-17,Brampton,ON,BMW,2022,1,1,1,0,
CLM_000486,POL_795556,CLA_003870,VEH_003871,4650.12,22496,0.21,Theft,2025-07-21,Waterloo,ON,Ford,2016,1,0,0,0,
CLM_000487,POL_963699,CLA_003878,VEH_003879,5680.07,39120,0.15,Collision,2026-02-28,Waterloo,ON,BMW,2017,0,0,1,0,
CLM_000488,POL_355671,CLA_003886,VEH_003887,5221.0,48219,0.11,Collision,2024-07-27,Waterloo,ON,BMW,2013,1,1,0,0,
CLM_000489,POL_125905,CLA_003894,VEH_003895,6901.57,43404,0.16,Glass,2025-06-07,London,ON,BMW,2011,1,1,0,0,
CLM_000490,POL_200617,CLA_003902,VEH_003903,3429.76,28992,0.12,Injury,2024-12-22,Toronto,ON,Hyundai,2012,0,0,1,0,
CLM_000491,POL_818699,CLA_003910,VEH_003911,7337.37,49255,0.15,Comprehensive,2026-03-11,Hamilton,ON,Tesla,2023,0,1,0,0,
CLM_000492,POL_261223,CLA_003919,VEH_003920,7289.75,12726,0.57,Collision,2025-03-12,Waterloo,ON,Toyota,2012,0,1,0,0,
CLM_000493,POL_702891,CLA_003927,VEH_003928,8623.95,24509,0.35,Injury,2025-10-04,Cambridge,ON,BMW,2024,0,1,1,0,
CLM_000494,POL_224052,CLA_003938,VEH_003939,2938.06,9106,0.32,Glass,2026-06-19,Mississauga,ON,Mazda,2011,1,0,1,0,
CLM_000495,POL_925115,CLA_003946,VEH_003947,5090.25,40953,0.12,Theft,2024-10-12,Mississauga,ON,Ford,2024,0,0,1,0,
CLM_000496,POL_263917,CLA_003955,VEH_003956,3671.79,51301,0.07,Glass,2025-11-12,Brampton,ON,Hyundai,2022,0,1,0,0,
CLM_000497,POL_251074,CLA_003963,VEH_003964,6740.39,27331,0.25,Theft,2024-08-01,Waterloo,ON,Toyota,2014,0,1,1,0,
CLM_000498,POL_674122,CLA_003972,VEH_003973,6489.84,47102,0.14,Collision,2025-08-17,Hamilton,ON,Hyundai,2021,0,1,1,0,
CLM_000499,POL_249375,CLA_003983,VEH_003984,8211.74,50331,0.16,Injury,2025-12-19,Hamilton,ON,Tesla,2018,1,0,0,0,
CLM_000500,POL_694849,CLA_003991,VEH_003992,10333.93,19885,0.52,Collision,2024-12-10,London,ON,Hyundai,2012,1,1,0,0,
CLM_000501,POL_307007,CLA_004000,VEH_004001,2799.13,12414,0.23,Glass,2025-02-12,Waterloo,ON,Ford,2014,0,0,0,0,
CLM_000502,POL_749609,CLA_004008,VEH_004009,2805.14,23370,0.12,Collision,2025-12-09,Waterloo,ON,BMW,2024,1,0,0,0,
CLM_000503,POL_712546,CLA_004015,VEH_004016,9017.4,51215,0.18,Injury,2024-11-23,Waterloo,ON,Mazda,2020,0,1,0,0,
CLM_000504,POL_332286,CLA_004023,VEH_004024,6341.97,28526,0.22,Comprehensive,2025-09-15,Waterloo,ON,Honda,2020,1,1,1,0,
CLM_000505,POL_912402,CLA_004033,VEH_004034,13866.99,38333,0.36,Theft,2025-02-12,Mississauga,ON,Honda,2012,1,0,0,0,
CLM_000506,POL_305973,CLA_004040,VEH_004041,7593.61,17175,0.44,Theft,2024-09-22,Mississauga,ON,Hyundai,2012,1,0,0,0,
CLM_000507,POL_952117,CLA_004047,VEH_004048,12865.97,41238,0.31,Glass,2024-11-10,Cambridge,ON,Mazda,2016,0,0,0,0,
CLM_000508,POL_665892,CLA_004054,VEH_004055,10261.61,44149,0.23,Comprehensive,2024-08-25,Brampton,ON,Ford,2022,0,0,0,0,
CLM_000509,POL_998801,CLA_004061,VEH_004062,15826.44,58603,0.27,Theft,2026-02-08,London,ON,Tesla,2012,0,1,0,0,
CLM_000510,POL_945718,CLA_004070,VEH_004071,11171.23,51429,0.22,Glass,2024-07-25,Brampton,ON,Mazda,2014,1,0,1,0,
CLM_000511,POL_693297,CLA_004078,VEH_004079,4236.65,19740,0.21,Injury,2025-02-15,Waterloo,ON,Toyota,2017,1,0,0,0,
CLM_000512,POL_487380,CLA_004085,VEH_004086,2179.64,23187,0.09,Injury,2026-05-13,Hamilton,ON,Tesla,2021,1,0,0,0,
CLM_000513,POL_141843,CLA_004092,VEH_004093,13084.89,37795,0.35,Theft,2026-03-12,Kitchener,ON,Mazda,2018,1,1,0,0,
CLM_000514,POL_785428,CLA_004100,VEH_004101,3864.98,45366,0.09,Comprehensive,2025-06-16,Mississauga,ON,Tesla,2018,0,0,0,0,
CLM_000515,POL_470040,CLA_004107,VEH_004108,9301.88,22607,0.41,Theft,2025-02-12,London,ON,Tesla,2010,1,0,0,0,
CLM_000516,POL_639535,CLA_004114,VEH_004115,3977.86,18853,0.21,Theft,2025-11-21,Brampton,ON,Honda,2015,1,1,1,0,
CLM_000517,POL_793223,CLA_004124,VEH_004125,11730.12,55009,0.21,Injury,2025-04-27,Waterloo,ON,Hyundai,2013,0,1,0,0,
CLM_000518,POL_719489,CLA_004132,VEH_004133,15173.31,39379,0.39,Injury,2024-09-01,Cambridge,ON,Toyota,2017,1,0,0,0,
CLM_000519,POL_241268,CLA_004139,VEH_004140,6036.44,45584,0.13,Glass,2026-05-16,Brampton,ON,Toyota,2015,1,0,0,0,
CLM_000520,POL_690982,CLA_004147,VEH_004148,7709.49,34571,0.22,Collision,2024-08-17,Kitchener,ON,Toyota,2016,1,0,1,0,
CLM_000521,POL_278852,CLA_004156,VEH_004157,12165.33,38894,0.31,Injury,2025-05-01,Brampton,ON,Mazda,2015,0,1,0,0,
CLM_000522,POL_459316,CLA_004164,VEH_004165,10576.67,18991,0.56,Comprehensive,2024-10-23,Mississauga,ON,Honda,2022,0,1,1,0,
CLM_000523,POL_628859,CLA_004173,VEH_004174,8842.41,21261,0.42,Comprehensive,2026-01-23,Mississauga,ON,Honda,2025,0,0,1,0,
CLM_000524,POL_921945,CLA_004182,VEH_004183,3658.2,47309,0.08,Glass,2025-01-26,Mississauga,ON,Toyota,2025,1,0,0,0,
CLM_000525,POL_101258,CLA_004189,VEH_004190,4539.06,47549,0.1,Comprehensive,2025-01-07,Cambridge,ON,Ford,2011,1,0,0,0,
CLM_000526,POL_941272,CLA_004196,VEH_004197,4503.94,36112,0.12,Comprehensive,2025-05-31,Waterloo,ON,Tesla,2013,1,1,0,0,
CLM_000527,POL_343807,CLA_004204,VEH_004205,7650.7,24680,0.31,Collision,2025-09-08,Cambridge,ON,Ford,2016,1,0,0,0,
CLM_000528,POL_706063,CLA_004211,VEH_004212,7384.57,56735,0.13,Glass,2026-02-25,Toronto,ON,BMW,2016,1,0,0,0,
CLM_000529,POL_546768,CLA_004219,VEH_004220,3955.19,31741,0.12,Glass,2025-10-09,Kitchener,ON,Mazda,2023,0,0,1,0,
CLM_000530,POL_313588,CLA_004227,VEH_004228,9238.21,52604,0.18,Comprehensive,2024-12-07,London,ON,Honda,2021,1,1,1,0,
CLM_000531,POL_911801,CLA_004236,VEH_004237,1832.11,28096,0.07,Comprehensive,2026-02-04,Mississauga,ON,Hyundai,2017,0,0,1,0,
CLM_000532,POL_205149,CLA_004244,VEH_004245,11764.38,53830,0.22,Injury,2025-01-21,Cambridge,ON,Mazda,2020,1,1,0,0,
CLM_000533,POL_268546,CLA_004252,VEH_004253,19668.09,52863,0.37,Comprehensive,2024-09-12,Toronto,ON,Mazda,2012,1,0,1,0,
CLM_000534,POL_556526,CLA_004260,VEH_004261,16700.65,38911,0.43,Collision,2026-04-21,Kitchener,ON,Honda,2021,1,0,0,0,
CLM_000535,POL_520106,CLA_004267,VEH_004268,5835.55,10474,0.56,Glass,2024-08-23,Kitchener,ON,Hyundai,2011,1,0,0,0,
CLM_000536,POL_560295,CLA_004275,VEH_004276,7355.94,19486,0.38,Collision,2025-12-01,Kitchener,ON,Honda,2011,1,1,0,0,
CLM_000537,POL_342924,CLA_004283,VEH_004284,5386.45,41459,0.13,Glass,2026-01-03,Toronto,ON,Ford,2017,1,0,0,0,
CLM_000538,POL_389340,CLA_004290,VEH_004291,2029.45,18318,0.11,Comprehensive,2025-06-29,Cambridge,ON,BMW,2016,0,0,0,0,
CLM_000539,POL_676289,CLA_004297,VEH_004298,3738.82,12496,0.3,Theft,2024-11-30,Waterloo,ON,Ford,2018,1,0,1,0,
CLM_000540,POL_523579,CLA_004305,VEH_004306,7642.14,20748,0.37,Glass,2026-06-21,Kitchener,ON,Honda,2023,1,0,0,0,
CLM_000541,POL_408545,CLA_004313,VEH_004314,4490.9,44610,0.1,Theft,2026-02-26,Kitchener,ON,Tesla,2018,1,0,0,0,
CLM_000542,POL_907369,CLA_004320,VEH_004321,5357.83,32712,0.16,Injury,2025-07-13,London,ON,Hyundai,2024,0,0,0,0,
CLM_000543,POL_170835,CLA_004327,VEH_004328,5201.12,39586,0.13,Comprehensive,2024-09-15,Hamilton,ON,Hyundai,2017,0,0,1,0,
CLM_000544,POL_641593,CLA_004335,VEH_004336,5358.38,35028,0.15,Glass,2026-06-16,Kitchener,ON,Honda,2019,1,0,0,0,
CLM_000545,POL_458605,CLA_004342,VEH_004343,5488.31,52151,0.11,Collision,2024-12-05,Brampton,ON,BMW,2020,0,1,0,0,
CLM_000546,POL_882401,CLA_004351,VEH_004352,3524.37,45598,0.08,Injury,2025-01-31,Hamilton,ON,Honda,2017,1,1,0,0,
CLM_000547,POL_975498,CLA_004359,VEH_004360,4535.31,21551,0.21,Injury,2024-09-30,Waterloo,ON,Honda,2013,0,0,0,0,
